AverageSpend,WaitTime,ServiceRating,satisfaction,satisfaction_category,ServiceQuality_Impact,WaitTime_Impact
144.82386956267354,42.25347089648719,3,4.068027304313915,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
144.71107634016482,56.40331922267781,1,4.064948717722881,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
144.6592234500113,52.14505036774359,2,4.063536927749295,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
144.64830870670096,52.444341630995226,4,4.063240032356679,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
144.57308526261272,43.71939850420184,1,4.061196480091284,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
144.56806598252172,21.104130133671465,3,4.060596785069685,High,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
144.4566677704111,42.00528823454172,1,4.058042821073688,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
144.3684579812617,47.38544000015052,5,4.055660505204802,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
144.3465061861136,41.99392767462301,4,4.055068605898818,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
144.20027892085625,7.795941078853046,5,4.051135503174251,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
144.19021108220227,59.42668246139792,2,4.050865324963837,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
143.95748618552017,14.632573578283004,2,4.044641950021685,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
143.88275467024627,48.36955559792772,2,4.042652391079978,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
143.64830761600825,53.40166653584593,1,4.036438320618505,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
145.1114142191662,32.50820011403164,1,4.0340084105770995,High,"Service quality is poor, but customers are satisfied anyway",Wait time has moderate impact on satisfaction
144.8868093932331,22.35720105478122,3,4.033087888997762,High,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
143.38489193133017,17.14636154789338,1,4.029505531427757,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
143.34070635305335,43.95543940858408,1,4.028347634660043,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
143.15259488617747,54.843938689802975,1,4.02343402702525,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
145.02450059069025,32.84216712074896,3,4.021759082934979,High,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
143.00441781853698,53.565455280599565,4,4.019581494777248,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
142.9423743368122,15.756474493596818,5,4.017973044870047,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
142.93147298193745,5.202486901117764,1,4.017690713904911,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
146.8138198899871,25.478258861067285,4,4.016413674818328,High,Excellent service quality is driving high satisfaction,Wait time has moderate impact on satisfaction
142.78574725528904,43.82732458014302,1,4.013924648762324,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
142.6644485190539,53.1969059660755,4,4.01080119000101,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
146.17799976489732,35.86612096997226,4,4.010469040406882,High,Excellent service quality is driving high satisfaction,Wait time has moderate impact on satisfaction
142.4084639624003,38.93637952886286,3,4.004242851531462,High,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
142.39635621914798,15.0123019437855,5,4.003933757804142,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
145.26080640723066,36.31157072801871,1,4.00027260492057,High,"Service quality is poor, but customers are satisfied anyway",Wait time has moderate impact on satisfaction
143.77762376310963,27.34167861893729,3,3.9981926188260433,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
145.90348213083664,35.731410549736296,1,3.997785121961102,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
142.15270693147232,54.5051281585103,5,3.997734695036983,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
144.99399837443818,33.61245850693695,5,3.995898976896074,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
141.98041407524323,7.047392870261932,1,3.99337494859926,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
141.4975225664942,45.31012910275592,3,3.9812583382122053,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
141.324316423645,4.935800613403876,1,3.9769483034479824,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
142.71068196753276,22.64363767161351,4,3.9753968742577497,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
141.23893476315675,47.77061152632037,2,3.9748305328309157,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
141.18643071469646,12.29116345345587,3,3.973530472195604,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
143.43494232943772,23.25326818009944,4,3.9705041711127858,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
140.86525325622827,29.80595542758281,2,3.9656142022016834,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
140.8388472280615,10.129259207354144,5,3.9649661118581943,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
140.7383353882083,57.37497411872703,4,3.962503004489346,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
140.70717633381668,44.77127297714085,5,3.9617406426732558,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
140.51853333045108,12.809127215550635,1,3.9571372809420815,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
140.49026112307524,49.38874043329187,5,3.9564491489227094,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
140.30254091119323,6.274748337007323,3,3.951891764385871,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
143.68316219333403,33.967476988171,1,3.950080025445296,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
140.16681550400773,21.71101441381181,2,3.948609155746022,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
140.13573003848268,55.9270550297639,2,3.947858790997306,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
144.21140399701935,24.37742776254865,2,3.9471886846987068,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
144.57860393253458,35.349421840818906,5,3.9458029981775233,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
143.76103066574512,24.19684092837622,5,3.9429798262919262,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
139.79824038243697,10.507310427403198,5,3.9397466637937235,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
139.334276188942,1.2390449493846245,1,3.928695006190805,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
139.27765547791014,21.38462696783084,2,3.9273540607526365,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
140.8900060528823,27.00321650083249,3,3.9263172038591225,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
138.88606616154448,42.10170815795832,1,3.918125034568596,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
138.85239425981095,55.1995000056825,5,3.9173350653882966,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
138.7091002885181,49.125116236390944,1,3.91397956542996,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.91738737365029,1.904982771435535,3,3.8956181972105823,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.89271815726852,16.353716952620417,1,3.8950507684396487,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.83290706269133,22.121710033699053,3,3.893676169617666,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.7476553926175,20.88785893260521,2,3.891719674999944,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.65176541020284,46.94965327974454,5,3.8895229199282486,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
141.28071971605854,25.874070415671543,4,3.8890910363348103,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.45706687314652,37.56982465842933,5,3.885075044578549,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
139.29647455084765,33.313420926683335,3,3.8846288176898938,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.4371604065399,11.570682041096871,5,3.884621216466888,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.35249357916632,3.9622289848694026,5,3.882692895946499,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.31265871132237,46.14947709259502,4,3.8817867089852207,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.18851104713676,30.412095211074018,5,3.878966871684026,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.0001440429446,15.58497656468562,2,3.874700801162675,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.86919726235686,38.8960775319044,4,3.871743849374894,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.8489274988425,17.524121602930375,5,3.871286760416714,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.3962190494152,4.401234833424821,1,3.861121076213978,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.37568242318196,57.318244049080064,4,3.8606618393381207,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.3716092239128,13.641005727590818,4,3.8605707745269315,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.1746629072999,54.4785385596646,5,3.8561752485691274,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.1096947240712,42.81756203714195,5,3.8547285046891844,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.09440257285723,39.97009356927334,3,3.8543882028623444,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.01982327282818,53.43051036965515,2,3.8527298188864876,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.440806491426,36.67054547250982,4,3.8526823420388414,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
135.87259729519604,41.22063514582087,5,3.8494620925705307,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
135.7284503445674,41.46595883893675,2,3.8462704010349147,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
135.65412177929394,32.28980108065386,4,3.8446275566416475,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
135.6493959128814,57.09383832733932,5,3.84452317025549,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
135.4879642349166,37.39453246105086,3,3.8409621761603576,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
135.31403352677717,29.115145733975417,5,3.8371356771394045,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
135.0928453927554,58.75510618949439,2,3.832284466258657,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
135.03561567563656,41.94581409278226,4,3.8310319520288414,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
135.0003798792856,57.85191092022459,2,3.83026133117816,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.93915059254493,1.981344350030925,5,3.828923195652039,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.89200695724782,32.19485338101179,4,3.827893731828265,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.82270663232055,46.60247439806008,4,3.8263817497148547,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.78019026020772,8.110755010779936,4,3.8254549027262987,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.6425405820031,45.404303352294654,5,3.8224581336520553,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.605580787091,54.98035976202432,3,3.8216545038317427,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.55756421232414,37.80967869812381,2,3.8206111020507048,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.48572670074668,3.2903945278918467,5,3.8190514106761984,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.35953259895211,44.534005282649616,2,3.8163154104548016,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.2541013817185,6.407932128775453,3,3.8140332771477237,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.20424150002853,33.14442549889363,3,3.812955185833187,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.18519879028514,30.430459386044284,3,3.8125436315582464,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.8787532095253,35.89832121764842,5,3.809160547100702,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.6023266790903,35.76552841879925,4,3.798277093235713,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
137.96953595223462,35.304614306306334,4,3.79756049366159,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
133.45965547756077,18.42420447826515,5,3.796940507879822,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
133.45625658578885,18.11352901033933,3,3.7968677557809807,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
136.45094571835654,35.76663915917112,2,3.7959443897060265,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
133.3781622903457,37.73055228683874,3,3.7951970194531115,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
133.35814531316947,28.393705729170293,5,3.794769038973815,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
133.33449889834787,44.58694962621099,1,3.794263593460149,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
132.99491822652053,55.04547514948159,3,3.787020876457718,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
132.84366490107558,3.663373534822749,4,3.783804175081298,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
132.74031925912814,41.79393680547827,3,3.7816095126440636,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
132.5577278562181,1.7376453136915715,1,3.7777381457346926,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
134.8259099739942,25.79610596979041,4,3.7731477470487373,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
132.17602953048572,3.690073451489717,2,3.7696697209028396,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
132.16704350539163,7.651989072637349,4,3.769480157589876,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
133.54676723045583,36.03540213941999,1,3.767657993051291,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
132.07414734548942,10.693757610597352,4,3.76752148856433,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
135.22463075675626,25.518501198050178,5,3.7645441442257597,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
131.66967024590775,4.83792398174387,1,3.7590140175926527,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
131.66634048862474,45.49828656214398,5,3.7589441172219105,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
131.64020888774843,14.406382360385958,5,3.758395620547708,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
131.51481220796285,50.225122949069096,2,3.7557653878818584,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
131.30147265652244,47.70015350971512,5,3.7512972564229656,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
131.15537507260188,45.055052542127015,1,3.748242140056697,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
131.08913528864346,12.310389909719929,4,3.7468581903733904,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
131.7931676586348,25.8205055023933,1,3.7350470462027,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
130.45904008490663,1.945448695746164,4,3.733729175306642,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
130.33159656488266,5.919517102391147,1,3.731080971663004,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
133.07207960463637,34.602021281184214,1,3.7281789157709757,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
130.08219595514345,10.691894792308084,5,3.7259050007450605,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
130.03434628004422,44.6527849107915,4,3.7249128769325215,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
130.002526446739,18.590325277104576,3,3.72425327889875,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
129.9634582976081,40.78510134878977,4,3.7234436020986714,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
129.86177335968978,27.306529182374884,3,3.7213370842274864,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
130.934934052053,24.373219142969724,2,3.714850138316013,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
133.3777616701358,24.98721628659949,2,3.7098607652275115,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
129.12224055981193,58.4036426233862,4,3.7060509962141133,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
128.94310105875724,24.09705188821825,3,3.7023560410431924,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
128.9230921272936,53.91950539882883,3,3.701943497333003,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
128.69675764263124,30.911059865651577,4,3.6972790496166175,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
128.62678401718696,18.134661489276755,1,3.6958377254920616,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
128.57454834490346,2.799522722376322,4,3.6947619805284497,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
128.34448023701614,22.491714938047,4,3.6900259209897346,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
128.32894508090777,28.712434106432955,2,3.6897062304313226,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
128.02954548748906,30.9671512385177,5,3.683547316007835,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
128.02216427043498,0.7389085913872795,5,3.683395527344623,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
127.6622452129304,11.08474823230348,4,3.6759963185504656,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
127.64502509776707,54.32387707284988,5,3.6756423985545355,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
127.61433641500332,19.843985390587072,3,3.675011679041132,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
127.59106617400111,23.462179316006,3,3.674533437721931,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
127.4639976715102,23.14634855400718,4,3.6719221446606514,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
127.45150664928391,43.10804194465285,3,3.6716654641575244,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
128.90259243541826,35.198698786477536,2,3.6686792444559106,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
127.26102867593043,13.443036862504067,2,3.667751495427187,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
127.20117258067322,18.480202703142407,3,3.6665216113941717,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
127.01283171620106,10.206500838040276,4,3.6626516957820385,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
126.90192538760644,21.03531296080036,4,3.660372758558744,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
126.86671645088866,26.749630305799844,5,3.6596492455240055,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
126.83878071715262,50.71909354768908,1,3.659075178121174,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
126.7753118508754,0.3023577621775897,1,3.65777087354802,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
126.49396632377606,38.392534025347615,2,3.6519880730527805,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
126.3816371955224,50.24550643189125,3,3.6496786038186984,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
127.33324814438672,25.12585248491176,1,3.6490963623758303,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
125.82095615906884,3.6699096990728655,5,3.6381426545236573,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
125.4633244591856,53.81130740485973,4,3.630774285245098,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
125.21909100347288,57.12072078502787,3,3.625736309964473,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
125.17321260797728,40.75509813335114,3,3.624789328882398,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
124.79122356116706,49.38977483493064,5,3.616536919773438,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
124.7740126459871,55.41809049500102,4,3.6161520779364262,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
124.6264536960268,18.27731187604964,4,3.6128560813960835,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
124.22389058457571,24.25770454942905,2,3.603894625997024,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
124.1532335369126,32.00725420033173,1,3.6023261577523855,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
124.09763666589603,46.3865749326132,3,3.601092897699889,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
124.06108491087916,4.564990186106033,5,3.6002825258455706,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
123.9753334799954,22.52611768511208,5,3.598382681152394,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
123.9613731823586,13.189930141615742,1,3.5980735594813336,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
123.76636048920506,20.01029978439221,4,3.5937603502744513,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
123.7656421368608,50.313380841171664,1,3.5937444788493917,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
123.75577233883205,19.815008773740804,3,3.5935264257897304,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
123.57321462151498,16.834782593564416,3,3.5894972608758073,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
123.43232870632065,0.4876669077009099,5,3.5863929763102216,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
123.21469439470096,30.458217442207804,2,3.581606086592485,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
123.0870670234081,19.70108321740546,1,3.5788035114661167,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
122.98955267810727,4.453891760714228,3,3.576664400409706,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
122.79930687648312,47.21775983302744,5,3.5724964182457835,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
122.52302096969194,31.844808787080904,1,3.566455349405171,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
122.49081948170284,18.54300621498746,2,3.5657521314129923,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
122.39576637212537,10.77571359558229,5,3.5636773823756904,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
122.36982556072068,56.79256717402637,2,3.56311142780307,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
122.09984858805404,59.70885938254508,5,3.5572277140754878,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
122.0302340504835,34.01814136272406,4,3.555712402922935,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
121.97615817516036,9.568050122638038,5,3.5545358189035534,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
121.94165323350794,5.115625193878244,4,3.5537852815897404,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
121.73341050634112,15.011897579806703,1,3.549259216216875,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
121.644763775759,13.289351557213948,1,3.5473342906307006,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
121.46731412783028,2.569782992820071,3,3.543484041146868,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
121.37106384047831,50.18876480249667,1,3.541397221327376,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
121.36654042836255,10.95986923034247,2,3.541299174870602,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
121.3514869993556,38.47170978065992,2,3.5409729036263973,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
121.25783977362926,59.24801785436977,1,3.538943744919135,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
121.13767862366552,19.286055107363783,3,3.5363414722788034,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
120.99467419360212,20.6229730357046,5,3.533246421603036,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
119.54596017100523,34.66925592957367,2,3.5262406154748622,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
120.64087340665436,15.709179744904848,4,3.5255971945946496,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
120.44665928643184,41.38971443515289,5,3.521402543363089,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
120.3901910299124,54.93378361480987,1,3.5201834362459814,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
120.3530615844241,22.784604482019223,3,3.5193819534916284,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
120.27094845751628,48.32593552524729,2,3.517609751809296,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
120.23670672362614,7.927917127986914,5,3.5168708513016735,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
120.15876139173004,20.004069941446744,5,3.5151891216218902,Medium,Service quality has moderate impact on satisfaction,Wait time has moderate impact on satisfaction
